date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
2021-10-02,AL,4544355.0,6738280.0,2586950.0,42.73,92.68,2094920.0,52.76,137.43,9583.0,10431.0,2127.0,0.674,2985.0,0.06
2021-10-03,AL,4565230.0,6736650.0,2592096.0,42.89,93.11,2103203.0,52.87,137.39,20875.0,11389.0,2323.0,0.678,10683.0,0.22
2021-10-04,AL,4579477.0,6736230.0,2595947.0,43.02,93.4,2109349.0,52.94,137.38,14247.0,12178.0,2484.0,0.68,14974.0,0.31
2021-10-05,AL,4584378.0,6742810.0,2597448.0,43.07,93.5,2111925.0,52.97,137.52,4901.0,10470.0,2135.0,0.68,15821.0,0.32
2021-10-06,AL,4594736.0,6757960.0,2600070.0,43.15,93.71,2115732.0,53.03,137.83,10358.0,11500.0,2345.0,0.68,19856.0,0.4
2021-10-07,AL,4604007.0,6781040.0,2602402.0,43.22,93.9,2118943.0,53.08,138.3,9271.0,10200.0,2080.0,0.679,23696.0,0.48
2021-10-08,AL,4624892.0,6829510.0,2608058.0,43.38,94.32,2126766.0,53.19,139.29,20885.0,12874.0,2626.0,0.677,31360.0,0.64
2021-10-09,AL,4630089.0,6858210.0,2609534.0,43.42,94.43,2128926.0,53.22,139.87,5197.0,12248.0,2498.0,0.675,33007.0,0.67
2021-10-13,AL,4660146.0,6884990.0,2617643.0,43.66,95.04,2140724.0,53.39,140.42,2975.0,9344.0,1906.0,0.677,43473.0,0.89
2021-10-14,AL,4669623.0,6900590.0,2620146.0,43.73,95.24,2144120.0,53.44,140.74,9477.0,9374.0,1912.0,0.677,47184.0,0.96
2021-10-15,AL,4677864.0,6916550.0,2622428.0,43.79,95.4,2147033.0,53.48,141.06,8241.0,7567.0,1543.0,0.676,50387.0,1.03
2021-10-16,AL,4688180.0,6945360.0,2625208.0,43.86,95.61,2150508.0,53.54,141.65,10316.0,8299.0,1693.0,0.675,54596.0,1.11
2021-10-17,AL,4703456.0,6937340.0,2629346.0,43.96,95.93,2155609.0,53.63,141.49,15276.0,9191.0,1874.0,0.678,60775.0,1.24
2021-10-18,AL,4709775.0,6936920.0,2631267.0,44.01,96.06,2157856.0,53.66,141.48,6319.0,8804.0,1796.0,0.679,62992.0,1.28
2021-10-19,AL,4714057.0,6946650.0,2632750.0,44.04,96.14,2159523.0,53.69,141.68,4282.0,8127.0,1657.0,0.679,64151.0,1.31
2021-10-20,AL,4722919.0,6981680.0,2634995.0,44.1,96.32,2162284.0,53.74,142.39,8862.0,8968.0,1829.0,0.676,68128.0,1.39
2021-10-21,AL,4732829.0,6999770.0,2637734.0,44.16,96.53,2165154.0,53.8,142.76,9910.0,9029.0,1841.0,0.676,72537.0,1.48
2021-10-22,AL,4742444.0,7045270.0,2644229.0,44.26,96.72,2170323.0,53.93,143.69,9615.0,9226.0,1882.0,0.673,70977.0,1.45
2021-10-23,AL,4759947.0,7062480.0,2648588.0,44.36,97.08,2174923.0,54.02,144.04,17503.0,10252.0,2091.0,0.674,79836.0,1.63
2021-10-24,AL,4766186.0,7061780.0,2650133.0,44.39,97.21,2176540.0,54.05,144.02,6239.0,8961.0,1828.0,0.675,83012.0,1.69
2021-10-25,AL,4773728.0,7058840.0,2652037.0,44.42,97.36,2177980.0,54.09,143.96,7542.0,9136.0,1863.0,0.676,87259.0,1.78
2021-10-26,AL,4779470.0,7069650.0,2653566.0,44.45,97.48,2179242.0,54.12,144.18,5742.0,9345.0,1906.0,0.676,90226.0,1.84
2021-10-27,AL,4805213.0,7123260.0,2659115.0,44.54,98.0,2183682.0,54.23,145.28,25743.0,11756.0,2398.0,0.675,106328.0,2.17
2021-10-28,AL,4827200.0,7163060.0,2663952.0,44.61,98.45,2187378.0,54.33,146.09,21987.0,13482.0,2750.0,0.674,119985.0,2.45
2021-10-29,AL,4847422.0,7220460.0,2668028.0,44.68,98.86,2190701.0,54.41,147.26,20222.0,14997.0,3059.0,0.671,133115.0,2.71
2021-10-30,AL,4866607.0,7264740.0,2672040.0,44.75,99.25,2194074.0,54.5,148.16,19185.0,15237.0,3108.0,0.67,145269.0,2.96
2021-10-31,AL,4874827.0,7266450.0,2673656.0,44.78,99.42,2195532.0,54.53,148.2,8220.0,15520.0,3165.0,0.671,150509.0,3.07
2021-11-01,AL,4884730.0,7263250.0,2676227.0,44.82,99.62,2197549.0,54.58,148.13,9903.0,15857.0,3234.0,0.673,155963.0,3.18
2021-11-02,AL,4889817.0,7302580.0,2677664.0,44.84,99.73,2198533.0,54.61,148.94,5087.0,15764.0,3215.0,0.67,158669.0,3.24
2021-11-03,AL,4912357.0,7316580.0,2682405.0,44.92,100.19,2202285.0,54.71,149.22,22540.0,15306.0,3122.0,0.671,173053.0,3.53
2021-11-04,AL,4926067.0,7354360.0,2685449.0,44.96,100.47,2204677.0,54.77,149.99,13710.0,14124.0,2881.0,0.67,181577.0,3.7
2021-11-05,AL,4939456.0,7401100.0,2688481.0,45.01,100.74,2207077.0,54.83,150.94,13389.0,13148.0,2682.0,0.667,189925.0,3.87
2021-11-06,AL,4943879.0,7407740.0,2689496.0,45.03,100.83,2208029.0,54.85,151.08,4423.0,11039.0,2251.0,0.667,192473.0,3.93
2021-11-07,AL,4960880.0,7423960.0,2693121.0,45.1,101.18,2211121.0,54.93,151.41,17001.0,12293.0,2507.0,0.668,203008.0,4.14
2021-11-08,AL,4971453.0,7423960.0,2695826.0,45.14,101.39,2213458.0,54.98,151.41,10573.0,12389.0,2527.0,0.67,208680.0,4.26
2021-11-09,AL,4974840.0,7456320.0,2696907.0,45.16,101.46,2214496.0,55.0,152.07,3387.0,12146.0,2477.0,0.667,210032.0,4.28
2021-11-10,AL,4994724.0,7504060.0,2701228.0,45.24,101.87,2218371.0,55.09,153.04,19884.0,11767.0,2400.0,0.666,222047.0,4.53
2021-11-13,AL,5011123.0,7683490.0,2706002.0,45.31,102.2,2221462.0,55.19,156.7,10881.0,9606.0,1959.0,0.652,230987.0,4.71
2021-11-14,AL,5046821.0,7680930.0,2714714.0,45.45,102.93,2228585.0,55.37,156.65,35698.0,12277.0,2504.0,0.657,251525.0,5.13
2021-11-15,AL,5056706.0,7679330.0,2718301.0,45.48,103.13,2230181.0,55.44,156.62,9885.0,12179.0,2484.0,0.658,256328.0,5.23
2021-11-16,AL,5061882.0,7696280.0,2720602.0,45.51,103.24,2231219.0,55.49,156.96,5176.0,12435.0,2536.0,0.658,258231.0,5.27
2021-11-17,AL,5077480.0,7723600.0,2724085.0,45.55,103.55,2233411.0,55.56,157.52,15598.0,11822.0,2411.0,0.657,268383.0,5.47
2021-11-18,AL,5105635.0,7750770.0,2731073.0,45.64,104.13,2237829.0,55.7,158.08,28155.0,15450.0,3151.0,0.659,285449.0,5.82
2021-11-19,AL,5112835.0,7781660.0,2733032.0,45.66,104.28,2238958.0,55.74,158.71,7200.0,16085.0,3281.0,0.657,289685.0,5.91
2021-11-20,AL,5139179.0,7825960.0,2740397.0,45.75,104.81,2243092.0,55.89,159.61,26344.0,18294.0,3731.0,0.657,304909.0,6.22
2021-11-21,AL,5146029.0,7822360.0,2742393.0,45.77,104.95,2244148.0,55.93,159.54,6850.0,14173.0,2891.0,0.658,308822.0,6.3
2021-11-22,AL,5155007.0,7818860.0,2745330.0,45.8,105.14,2245543.0,55.99,159.46,8978.0,14043.0,2864.0,0.659,313536.0,6.39
2021-11-23,AL,5170333.0,7827970.0,2749881.0,45.85,105.45,2247882.0,56.08,159.65,15326.0,15493.0,3160.0,0.66,322129.0,6.57
2021-11-24,AL,5191035.0,7847520.0,2755913.0,45.98,105.87,2254666.0,56.21,160.05,20702.0,16222.0,3308.0,0.661,330439.0,6.74
2021-11-30,AL,5242493.0,7834540.0,2772024.0,46.18,106.92,2264466.0,56.54,159.78,13472.0,10309.0,2103.0,0.669,356577.0,7.27
2021-12-01,AL,5259251.0,7870000.0,2776759.0,46.23,107.26,2266861.0,56.63,160.51,16758.0,9745.0,1987.0,0.668,366464.0,7.47
2021-12-02,AL,5269173.0,7880350.0,2780216.0,46.27,107.46,2268570.0,56.7,160.72,9922.0,10077.0,2055.0,0.669,371348.0,7.57
2021-12-03,AL,5301858.0,7902810.0,2788826.0,46.36,108.13,2273361.0,56.88,161.18,32685.0,13661.0,2786.0,0.671,390983.0,7.97
2021-12-04,AL,5311207.0,7895690.0,2791469.0,46.39,108.32,2274438.0,56.93,161.03,9349.0,13911.0,2837.0,0.673,396768.0,8.09
2021-12-05,AL,5335387.0,7868950.0,2797899.0,46.47,108.81,2278670.0,57.06,160.49,24180.0,16280.0,3320.0,0.678,410642.0,8.38
2021-12-06,AL,5348564.0,7866010.0,2801384.0,46.54,109.08,2281756.0,57.13,160.43,13177.0,17078.0,3483.0,0.68,417371.0,8.51
2021-12-07,AL,5358521.0,7894870.0,2804132.0,46.58,109.29,2283759.0,57.19,161.02,9957.0,16575.0,3380.0,0.679,422668.0,8.62
2021-12-08,AL,5372947.0,7929510.0,2807664.0,46.64,109.58,2286632.0,57.26,161.72,14426.0,16242.0,3313.0,0.678,430884.0,8.79
2021-12-09,AL,5379834.0,7935800.0,2809478.0,46.67,109.72,2288180.0,57.3,161.85,6887.0,15809.0,3224.0,0.678,434525.0,8.86
2021-12-10,AL,5404729.0,7950160.0,2815260.0,46.77,110.23,2293071.0,57.42,162.14,24895.0,14696.0,2997.0,0.68,448997.0,9.16
2021-12-11,AL,5421984.0,7997400.0,2819200.0,46.84,110.58,2296493.0,57.5,163.11,17255.0,15825.0,3227.0,0.678,459161.0,9.36
2021-12-12,AL,5427694.0,7999700.0,2820475.0,46.86,110.7,2297625.0,57.52,163.15,5710.0,13187.0,2689.0,0.678,462537.0,9.43
2021-12-13,AL,5436711.0,7999700.0,2822664.0,46.91,110.88,2299840.0,57.57,163.15,9017.0,12592.0,2568.0,0.68,467193.0,9.53
2021-12-14,AL,5449205.0,8020150.0,2825574.0,46.96,111.14,2302467.0,57.63,163.57,12494.0,12955.0,2642.0,0.679,474243.0,9.67
2021-12-15,AL,5460176.0,8050350.0,2828316.0,47.01,111.36,2304915.0,57.68,164.19,10971.0,12461.0,2541.0,0.678,480227.0,9.79
2021-12-16,AL,5465558.0,8069670.0,2829865.0,47.04,111.47,2306267.0,57.71,164.58,5382.0,12246.0,2498.0,0.677,482834.0,9.85
2021-12-17,AL,5484057.0,8120290.0,2834061.0,47.11,111.85,2309833.0,57.8,165.61,18499.0,11333.0,2311.0,0.675,493907.0,10.07
2021-12-18,AL,5498460.0,8039060.0,2837454.0,47.16,112.14,2312217.0,57.87,163.96,14403.0,10925.0,2228.0,0.684,502762.0,10.25
2021-12-19,AL,5503643.0,8008500.0,2838792.0,47.18,112.25,2313129.0,57.9,163.33,5183.0,10850.0,2213.0,0.687,505747.0,10.31
2021-12-20,AL,5510359.0,7977980.0,2840554.0,47.2,112.38,2314410.0,57.93,162.71,6716.0,10521.0,2146.0,0.691,509455.0,10.39
2021-12-21,AL,5518826.0,7985890.0,2842738.0,47.24,112.56,2316077.0,57.98,162.87,8467.0,9946.0,2028.0,0.691,514090.0,10.48
2021-12-22,AL,5531312.0,8016810.0,2845635.0,47.28,112.81,2318310.0,58.04,163.5,12486.0,10162.0,2073.0,0.69,521603.0,10.64
2021-12-23,AL,5549319.0,8046130.0,2849954.0,47.34,113.18,2321403.0,58.12,164.1,18007.0,11966.0,2440.0,0.69,532322.0,10.86
2021-12-28,AL,5604954.0,7994010.0,2863485.0,47.55,114.31,2331596.0,58.4,163.04,12941.0,12304.0,2509.0,0.701,564539.0,11.51
2021-12-29,AL,5608235.0,8039790.0,2864442.0,47.57,114.38,2332287.0,58.42,163.97,3281.0,10989.0,2241.0,0.698,566205.0,11.55
2021-12-30,AL,5624234.0,8051430.0,2868764.0,47.63,114.71,2335344.0,58.51,164.21,15999.0,10702.0,2183.0,0.699,574981.0,11.73
2022-01-05,AL,5681793.0,8071240.0,2886070.0,47.85,115.88,2346404.0,58.86,164.61,3494.0,10508.0,2143.0,0.704,604626.0,12.33
2022-01-06,AL,5695747.0,8391130.0,2890246.0,47.91,116.16,2349085.0,58.95,171.14,13954.0,10216.0,2084.0,0.679,611874.0,12.48
2022-01-07,AL,5710373.0,8391130.0,2894430.0,47.96,116.46,2351731.0,59.03,171.14,14626.0,10761.0,2195.0,0.681,619829.0,12.64
2022-01-08,AL,5723382.0,8498480.0,2898115.0,48.01,116.73,2354087.0,59.11,173.33,13009.0,11075.0,2259.0,0.673,627028.0,12.79
2022-01-09,AL,5731467.0,8499980.0,2900267.0,48.04,116.89,2355660.0,59.15,173.36,8085.0,10685.0,2179.0,0.674,631515.0,12.88
2022-01-10,AL,5742343.0,8499580.0,2903320.0,48.09,117.11,2357727.0,59.21,173.35,10876.0,10694.0,2181.0,0.676,637400.0,13.0
2022-01-11,AL,5747337.0,8582180.0,2904923.0,48.11,117.22,2358758.0,59.25,175.03,4994.0,9863.0,2012.0,0.67,639783.0,13.05
2022-01-12,AL,5761529.0,8622020.0,2908943.0,48.16,117.51,2361490.0,59.33,175.85,14192.0,11391.0,2323.0,0.668,647357.0,13.2
2022-01-13,AL,5771935.0,8642820.0,2912053.0,48.21,117.72,2363643.0,59.39,176.27,10406.0,10884.0,2220.0,0.668,652629.0,13.31
2022-01-14,AL,5795157.0,8667990.0,2919436.0,48.33,118.19,2369558.0,59.54,176.78,23222.0,12112.0,2470.0,0.669,663227.0,13.53
2022-01-15,AL,5805754.0,8707560.0,2922396.0,48.37,118.41,2371514.0,59.6,177.59,10597.0,11767.0,2400.0,0.667,669006.0,13.64
2022-01-19,AL,5828843.0,8727360.0,2962441.0,48.87,118.88,2396308.0,60.42,177.99,7892.0,9616.0,1961.0,0.668,630356.0,12.86
2022-01-20,AL,5831563.0,8736560.0,2963667.0,48.89,118.93,2397146.0,60.44,178.18,2720.0,8518.0,1737.0,0.667,631073.0,12.87
2022-01-21,AL,5851443.0,8764630.0,2969685.0,48.97,119.34,2401094.0,60.57,178.75,19880.0,8041.0,1640.0,0.668,641471.0,13.08
2022-01-22,AL,5851604.0,8795830.0,2969945.0,48.97,119.34,2401192.0,60.57,179.39,161.0,6550.0,1336.0,0.665,641283.0,13.08
2022-01-23,AL,5908517.0,8798430.0,2985706.0,49.19,120.5,2411652.0,60.89,179.44,56913.0,13957.0,2847.0,0.672,672921.0,13.72
2022-01-24,AL,5910491.0,8798530.0,2986497.0,49.2,120.54,2412148.0,60.91,179.45,1974.0,13515.0,2756.0,0.672,673617.0,13.74
2022-01-25,AL,5919745.0,8824030.0,2989103.0,49.24,120.73,2414385.0,60.96,179.97,9254.0,14113.0,2878.0,0.671,678094.0,13.83
2022-01-26,AL,5933422.0,8840730.0,2992597.0,49.31,121.01,2417639.0,61.03,180.31,13677.0,14940.0,3047.0,0.671,685126.0,13.97
2022-01-27,AL,5935375.0,8855430.0,2993196.0,49.32,121.05,2418268.0,61.05,180.61,1953.0,14830.0,3025.0,0.67,685883.0,13.99
2022-01-28,AL,5947386.0,8874230.0,2996356.0,49.39,121.3,2421487.0,61.11,180.99,12011.0,13706.0,2795.0,0.67,691609.0,14.11
2022-01-29,AL,5948950.0,8897300.0,2996882.0,49.4,121.33,2421967.0,61.12,181.46,1564.0,13907.0,2836.0,0.669,692194.0,14.12
2022-01-30,AL,5956347.0,8897300.0,2998983.0,49.44,121.48,2423893.0,61.16,181.46,7397.0,6833.0,1394.0,0.669,695654.0,14.19
2022-01-31,AL,5960126.0,8897300.0,3000205.0,49.46,121.56,2425057.0,61.19,181.46,3779.0,7091.0,1446.0,0.67,697064.0,14.22
2022-02-01,AL,5964639.0,8903600.0,3001733.0,49.49,121.65,2426408.0,61.22,181.59,4513.0,6413.0,1308.0,0.67,698716.0,14.25
2022-02-02,AL,5969396.0,8913200.0,3003096.0,49.52,121.75,2427838.0,61.25,181.78,4757.0,5139.0,1048.0,0.67,700723.0,14.29
2022-02-03,AL,5975361.0,8924900.0,3004743.0,49.55,121.87,2429527.0,61.28,182.02,5965.0,5712.0,1165.0,0.67,703395.0,14.35
2022-02-04,AL,5981709.0,8927700.0,3006718.0,49.59,122.0,2431444.0,61.32,182.08,6348.0,4903.0,1000.0,0.67,705904.0,14.4
2022-02-05,AL,5987026.0,8932500.0,3008488.0,49.62,122.1,2433084.0,61.36,182.18,5317.0,5439.0,1109.0,0.67,707890.0,14.44
2022-02-06,AL,5990880.0,8934700.0,3009912.0,49.65,122.18,2434307.0,61.39,182.22,3854.0,4933.0,1006.0,0.671,709150.0,14.46
2022-02-07,AL,5993802.0,8934700.0,3010724.0,49.67,122.24,2435296.0,61.4,182.22,2922.0,4811.0,981.0,0.671,710290.0,14.49
2022-02-08,AL,6001038.0,8941300.0,3012729.0,49.72,122.39,2437859.0,61.44,182.36,7236.0,5200.0,1061.0,0.671,713025.0,14.54
2022-02-09,AL,6005873.0,8976400.0,3014105.0,49.75,122.49,2439486.0,61.47,183.07,4835.0,5211.0,1063.0,0.669,714917.0,14.58
2022-02-10,AL,6007170.0,8989300.0,3014623.0,49.76,122.52,2440010.0,61.48,183.34,1297.0,4544.0,927.0,0.668,715189.0,14.59
2022-02-11,AL,6015101.0,9003600.0,3016727.0,49.82,122.68,2442615.0,61.53,183.63,7931.0,4770.0,973.0,0.668,718467.0,14.65
2022-02-12,AL,6020091.0,9013500.0,3018303.0,49.85,122.78,2444148.0,61.56,183.83,4990.0,4724.0,963.0,0.668,720410.0,14.69
2022-02-13,AL,6021379.0,9013800.0,3018754.0,49.86,122.81,2444634.0,61.57,183.84,1288.0,4357.0,889.0,0.668,720772.0,14.7
2022-02-14,AL,6024341.0,9013800.0,3019677.0,49.88,122.87,2445646.0,61.59,183.84,2962.0,4363.0,890.0,0.668,721814.0,14.72
2022-02-15,AL,6031560.0,9017400.0,3021405.0,49.93,123.01,2448121.0,61.62,183.91,7219.0,4360.0,889.0,0.669,724879.0,14.78
2022-02-16,AL,6032558.0,9023700.0,3021893.0,49.94,123.03,2448559.0,61.63,184.04,998.0,3812.0,777.0,0.669,724974.0,14.79
2022-02-17,AL,6063958.0,9180640.0,3024814.0,50.01,123.67,2451886.0,61.69,187.24,31400.0,8113.0,1655.0,0.661,750315.0,15.3
2022-02-18,AL,6067226.0,9197040.0,3025797.0,50.03,123.74,2452990.0,61.71,187.57,3268.0,7446.0,1519.0,0.66,751552.0,15.33
2022-02-19,AL,6068347.0,9207240.0,3026281.0,50.04,123.76,2453426.0,61.72,187.78,1121.0,6894.0,1406.0,0.659,751771.0,15.33
2022-02-23,AL,6083317.0,9223840.0,3030412.0,50.13,124.07,2458072.0,61.8,188.12,530.0,7251.0,1479.0,0.66,758253.0,15.46
2022-02-24,AL,6087103.0,9229440.0,3031464.0,50.16,124.15,2459363.0,61.83,188.23,3786.0,3306.0,674.0,0.66,759750.0,15.5
2022-02-25,AL,6090785.0,9245840.0,3032452.0,50.18,124.22,2460564.0,61.85,188.57,3682.0,3366.0,686.0,0.659,761308.0,15.53
2022-02-26,AL,6094167.0,9252240.0,3033599.0,50.21,124.29,2461775.0,61.87,188.7,3382.0,3689.0,752.0,0.659,762403.0,15.55
2022-03-01,AL,6100421.0,9254240.0,3035346.0,50.25,124.42,2463862.0,61.91,188.74,1367.0,2519.0,514.0,0.659,764907.0,15.6
2022-03-02,AL,6105329.0,9265240.0,3036676.0,50.28,124.52,2465401.0,61.93,188.96,4908.0,3145.0,641.0,0.659,767028.0,15.64
2022-03-03,AL,6108052.0,9271440.0,3037417.0,50.3,124.57,2466221.0,61.95,189.09,2723.0,2993.0,610.0,0.659,768223.0,15.67
2022-03-04,AL,6111841.0,9290440.0,3038492.0,50.33,124.65,2467540.0,61.97,189.48,3789.0,3008.0,613.0,0.658,769692.0,15.7
2022-03-05,AL,6114782.0,9297840.0,3039266.0,50.35,124.71,2468584.0,61.99,189.63,2941.0,2945.0,601.0,0.658,770852.0,15.72
2022-03-06,AL,6114853.0,9297840.0,3039324.0,50.35,124.71,2468635.0,61.99,189.63,71.0,2606.0,531.0,0.658,770818.0,15.72
2022-03-07,AL,6116791.0,9297840.0,3039893.0,50.36,124.75,2469222.0,62.0,189.63,1938.0,2534.0,517.0,0.658,771618.0,15.74
2022-03-08,AL,6117662.0,9302640.0,3040195.0,50.37,124.77,2469598.0,62.0,189.73,871.0,2463.0,502.0,0.658,771834.0,15.74
2022-03-09,AL,6119910.0,9308040.0,3040966.0,50.38,124.81,2470363.0,62.02,189.84,2248.0,2083.0,425.0,0.657,772600.0,15.76
2022-03-10,AL,6124293.0,9315840.0,3042339.0,50.41,124.9,2471885.0,62.05,190.0,4383.0,2320.0,473.0,0.657,774272.0,15.79
2022-03-11,AL,6126993.0,9328540.0,3043079.0,50.43,124.96,2472796.0,62.06,190.25,2700.0,2165.0,442.0,0.657,775354.0,15.81
2022-03-12,AL,6129692.0,9328540.0,3043892.0,50.45,125.01,2473660.0,62.08,190.25,2699.0,2130.0,434.0,0.657,776417.0,15.83
2022-03-13,AL,6130617.0,9328540.0,3044160.0,50.46,125.03,2474026.0,62.09,190.25,925.0,2252.0,459.0,0.657,776723.0,15.84
2022-03-14,AL,6132079.0,9335540.0,3044609.0,50.47,125.06,2474488.0,62.09,190.4,1462.0,2184.0,445.0,0.657,777284.0,15.85
2022-03-15,AL,6133930.0,9337440.0,3045185.0,50.48,125.1,2475174.0,62.11,190.44,1851.0,2324.0,474.0,0.657,777912.0,15.87
2022-03-16,AL,6136613.0,9344040.0,3045967.0,50.5,125.16,2476199.0,62.12,190.57,2683.0,2386.0,487.0,0.657,778870.0,15.88
2022-03-17,AL,6138900.0,9349340.0,3046606.0,50.52,125.2,2477117.0,62.14,190.68,2287.0,2087.0,426.0,0.657,779658.0,15.9
2022-03-18,AL,6141345.0,9355140.0,3047316.0,50.54,125.25,2477863.0,62.15,190.8,2445.0,2050.0,418.0,0.656,780691.0,15.92
2022-03-19,AL,6143378.0,9355140.0,3047990.0,50.55,125.29,2478446.0,62.16,190.8,2033.0,1955.0,399.0,0.657,781494.0,15.94
2022-03-20,AL,6145092.0,9355140.0,3048527.0,50.56,125.33,2478935.0,62.17,190.8,1714.0,2068.0,422.0,0.657,782209.0,15.95
2022-03-21,AL,6145891.0,9355140.0,3048762.0,50.56,125.34,2479179.0,62.18,190.8,799.0,1973.0,402.0,0.657,782532.0,15.96
2022-03-22,AL,6145984.0,9355140.0,3048830.0,50.56,125.35,2479239.0,62.18,190.8,93.0,1722.0,351.0,0.657,782497.0,15.96
2022-03-23,AL,6147693.0,9368940.0,3049380.0,50.57,125.38,2479697.0,62.19,191.08,1709.0,1583.0,323.0,0.656,783227.0,15.97
2022-03-24,AL,6149794.0,9377040.0,3050032.0,50.59,125.42,2480282.0,62.21,191.24,2101.0,1556.0,317.0,0.656,784141.0,15.99
2022-03-25,AL,6152000.0,9388840.0,3050642.0,50.6,125.47,2480944.0,62.22,191.48,2206.0,1522.0,310.0,0.655,785135.0,16.01
2022-03-26,AL,6154060.0,9396740.0,3051266.0,50.61,125.51,2481568.0,62.23,191.65,2060.0,1526.0,311.0,0.655,785976.0,16.03
2022-03-27,AL,6154128.0,9396740.0,3051334.0,50.61,125.51,2481596.0,62.23,191.65,68.0,1291.0,263.0,0.655,785950.0,16.03
2022-03-28,AL,6154130.0,9396740.0,3051372.0,50.61,125.51,2481615.0,62.23,191.65,2.0,1177.0,240.0,0.655,785898.0,16.03
2022-03-29,AL,6157587.0,9400540.0,3052367.0,50.63,125.58,2482580.0,62.25,191.72,3457.0,1658.0,338.0,0.655,787456.0,16.06
2022-03-30,AL,6159241.0,9408940.0,3052890.0,50.64,125.62,2483057.0,62.26,191.89,1654.0,1650.0,337.0,0.655,788139.0,16.07
2022-03-31,AL,6163615.0,9416240.0,3053982.0,50.66,125.71,2484171.0,62.29,192.04,4374.0,1974.0,403.0,0.655,790402.0,16.12
2022-04-01,AL,6167392.0,9416240.0,3054697.0,50.68,125.78,2484952.0,62.3,192.04,3777.0,2199.0,448.0,0.655,792716.0,16.17
2022-04-02,AL,6172016.0,9441440.0,3055443.0,50.7,125.88,2485756.0,62.32,192.56,4624.0,2565.0,523.0,0.654,795844.0,16.23
2022-04-03,AL,6173021.0,9441740.0,3055650.0,50.7,125.9,2485999.0,62.32,192.56,1005.0,2699.0,550.0,0.654,796421.0,16.24
2022-04-04,AL,6176008.0,9441740.0,3056098.0,50.71,125.96,2486493.0,62.33,192.56,2987.0,3125.0,637.0,0.654,798473.0,16.28
2022-04-05,AL,6180194.0,9455740.0,3056752.0,50.73,126.04,2487271.0,62.34,192.85,4186.0,3230.0,659.0,0.654,801253.0,16.34
2022-04-06,AL,6182143.0,9470540.0,3057332.0,50.73,126.08,2487607.0,62.35,193.15,1949.0,3272.0,667.0,0.653,802317.0,16.36
2022-04-07,AL,6189250.0,9485140.0,3058413.0,50.76,126.23,2488817.0,62.38,193.45,7107.0,3662.0,747.0,0.653,807186.0,16.46
2022-04-08,AL,6194325.0,9505640.0,3059166.0,50.78,126.33,2489605.0,62.39,193.87,5075.0,3848.0,785.0,0.652,810743.0,16.54
2022-04-09,AL,6199212.0,9505640.0,3059869.0,50.79,126.43,2490378.0,62.41,193.87,4887.0,3885.0,792.0,0.652,814187.0,16.61
2022-04-10,AL,6199306.0,9526040.0,3059998.0,50.79,126.43,2490420.0,62.41,194.28,94.0,3755.0,766.0,0.651,814115.0,16.6
2022-04-11,AL,6202297.0,9526040.0,3060476.0,50.8,126.5,2490980.0,62.42,194.28,2991.0,3756.0,766.0,0.651,816098.0,16.64
2022-04-12,AL,6207259.0,9530740.0,3061267.0,50.82,126.6,2491778.0,62.43,194.38,4962.0,3866.0,788.0,0.651,819506.0,16.71
2022-04-13,AL,6211888.0,9539540.0,3061990.0,50.84,126.69,2492564.0,62.45,194.56,4629.0,4249.0,867.0,0.651,822675.0,16.78
2022-04-14,AL,6216804.0,9550940.0,3062680.0,50.85,126.79,2493334.0,62.46,194.79,4916.0,3936.0,803.0,0.651,826172.0,16.85
2022-04-15,AL,6222725.0,9566240.0,3063579.0,50.87,126.91,2494227.0,62.48,195.1,5921.0,4057.0,827.0,0.65,830337.0,16.93
2022-04-18,AL,6239591.0,9582540.0,3068367.0,50.96,127.26,2498711.0,62.58,195.44,3266.0,5328.0,1087.0,0.651,838187.0,17.09
2022-04-19,AL,6240831.0,9584440.0,3068703.0,50.97,127.28,2499054.0,62.59,195.47,1240.0,4796.0,978.0,0.651,838758.0,17.11
2022-04-20,AL,6243574.0,9605440.0,3069113.0,50.98,127.34,2499476.0,62.59,195.9,2743.0,4527.0,923.0,0.65,840695.0,17.15
2022-04-21,AL,6251443.0,9617540.0,3070177.0,51.0,127.5,2500762.0,62.62,196.15,7869.0,4948.0,1009.0,0.65,846261.0,17.26
2022-04-24,AL,6260489.0,9645340.0,3071559.0,51.03,127.68,2502265.0,62.64,196.72,103.0,3452.0,704.0,0.649,852503.0,17.39
2022-04-25,AL,6264113.0,9646540.0,3072184.0,51.05,127.76,2502894.0,62.66,196.74,3624.0,3503.0,714.0,0.649,854902.0,17.44
2022-04-26,AL,6264204.0,9653140.0,3072274.0,51.05,127.76,2502957.0,62.66,196.87,91.0,3339.0,681.0,0.649,854841.0,17.43
2022-04-27,AL,6266563.0,9661540.0,3072710.0,51.06,127.81,2503347.0,62.67,197.05,2359.0,3284.0,670.0,0.649,856393.0,17.47
2022-04-30,AL,6278381.0,9700140.0,3074526.0,51.09,128.05,2505234.0,62.7,197.83,3691.0,2571.0,524.0,0.647,864615.0,17.63
