date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
2022-05-20,NE,3231479.0,4048310.0,1362153.0,63.72,167.05,1232526.0,70.42,209.28,24.0,15.0,8.0,0.798,725629.0,37.51
2022-05-21,NE,3231483.0,4053810.0,1362175.0,63.72,167.05,1232541.0,70.42,209.56,4.0,13.0,7.0,0.797,725597.0,37.51
2022-05-22,NE,3231487.0,4053810.0,1362202.0,63.72,167.05,1232553.0,70.42,209.56,4.0,12.0,6.0,0.797,725562.0,37.51
2022-05-23,NE,3231487.0,4053810.0,1362212.0,63.72,167.05,1232559.0,70.42,209.56,0.0,12.0,6.0,0.797,725546.0,37.51
2022-05-24,NE,3251251.0,4056310.0,1363891.0,63.81,168.07,1234335.0,70.51,209.69,19764.0,2835.0,1466.0,0.802,741908.0,38.35
2022-05-25,NE,3251300.0,4060910.0,1363928.0,63.81,168.08,1234355.0,70.51,209.93,49.0,2840.0,1468.0,0.801,741901.0,38.35
2022-05-26,NE,3251305.0,4070110.0,1363961.0,63.81,168.08,1234372.0,70.51,210.41,5.0,2836.0,1466.0,0.799,741856.0,38.35
2022-05-27,NE,3251362.0,4079010.0,1364022.0,63.81,168.08,1234397.0,70.51,210.87,57.0,2840.0,1468.0,0.797,741827.0,38.35
2022-06-01,NE,3251394.0,4095210.0,1364181.0,63.82,168.08,1234466.0,70.52,211.7,0.0,13.0,7.0,0.794,741635.0,38.34
2022-06-02,NE,3251401.0,4100310.0,1364224.0,63.82,168.08,1234488.0,70.52,211.97,7.0,14.0,7.0,0.793,741577.0,38.34
2022-06-03,NE,3251426.0,4107210.0,1364262.0,63.82,168.08,1234502.0,70.53,212.32,25.0,9.0,5.0,0.792,741547.0,38.33
2022-06-04,NE,3251441.0,4117310.0,1364299.0,63.82,168.08,1234529.0,70.53,212.85,15.0,10.0,5.0,0.79,741499.0,38.33
2022-06-05,NE,3251442.0,4117310.0,1364309.0,63.82,168.08,1234533.0,70.53,212.85,1.0,9.0,5.0,0.79,741486.0,38.33
2022-06-06,NE,3251448.0,4117310.0,1364347.0,63.82,168.08,1234542.0,70.53,212.85,6.0,9.0,5.0,0.79,741445.0,38.33
2022-06-07,NE,3275241.0,4121510.0,1366527.0,63.93,169.31,1236736.0,70.64,213.06,23793.0,3407.0,1761.0,0.795,760944.0,39.34
2022-06-08,NE,3275244.0,4125310.0,1366557.0,63.93,169.32,1236762.0,70.64,213.26,3.0,3407.0,1761.0,0.794,760892.0,39.33
2022-06-09,NE,3275244.0,4131510.0,1366569.0,63.94,169.32,1236790.0,70.65,213.58,0.0,3406.0,1761.0,0.793,760853.0,39.33
2022-06-10,NE,3275258.0,4138010.0,1366599.0,63.94,169.32,1236808.0,70.65,213.92,14.0,3405.0,1760.0,0.792,760820.0,39.33
2022-06-11,NE,3275266.0,4143210.0,1366620.0,63.94,169.32,1236815.0,70.65,214.18,8.0,3404.0,1760.0,0.791,760801.0,39.33
2022-06-12,NE,3275290.0,4143210.0,1366645.0,63.94,169.32,1236821.0,70.65,214.18,24.0,3407.0,1761.0,0.791,760794.0,39.33
2022-06-13,NE,3275290.0,4143210.0,1366651.0,63.94,169.32,1236823.0,70.65,214.18,0.0,3406.0,1761.0,0.791,760786.0,39.33
2022-06-14,NE,3275290.0,4146610.0,1366680.0,63.94,169.32,1236837.0,70.65,214.36,0.0,7.0,4.0,0.79,760745.0,39.33
2022-06-15,NE,3290082.0,4149210.0,1367982.0,64.01,170.08,1238123.0,70.72,214.5,14792.0,2120.0,1096.0,0.793,772981.0,39.96
2022-06-16,NE,3290082.0,4155010.0,1368008.0,64.01,170.08,1238135.0,70.72,214.79,0.0,2120.0,1096.0,0.792,772944.0,39.96
2021-08-27,NV,3173633.0,3682790.0,1771086.0,47.3,103.03,1456877.0,57.5,119.57,9159.0,8387.0,2723.0,0.862,87377.0,2.84
2021-08-28,NV,3181645.0,3702040.0,1775020.0,47.43,103.29,1460802.0,57.63,120.19,8012.0,8191.0,2659.0,0.859,87872.0,2.85
2021-08-29,NV,3191664.0,3708620.0,1779706.0,47.59,103.62,1465862.0,57.78,120.4,10019.0,8435.0,2738.0,0.861,88553.0,2.87
2021-08-30,NV,3201118.0,3708620.0,1783825.0,47.75,103.93,1470641.0,57.91,120.4,9454.0,8250.0,2678.0,0.863,89207.0,2.9
2021-08-31,NV,3206423.0,3709740.0,1786070.0,47.84,104.1,1473532.0,57.99,120.44,5305.0,8309.0,2698.0,0.864,89416.0,2.9
2021-09-01,NV,3213855.0,3725240.0,1789543.0,47.97,104.34,1477405.0,58.1,120.94,7432.0,8443.0,2741.0,0.863,89821.0,2.92
2021-09-02,NV,3219810.0,3738020.0,1792453.0,48.06,104.53,1480400.0,58.19,121.36,5955.0,7905.0,2566.0,0.861,90120.0,2.93
2021-09-03,NV,3228433.0,3753490.0,1796770.0,48.2,104.81,1484531.0,58.33,121.86,8623.0,7829.0,2542.0,0.86,90638.0,2.94
2021-09-04,NV,3236303.0,3784610.0,1800664.0,48.31,105.07,1488110.0,58.46,122.87,7870.0,7808.0,2535.0,0.855,91331.0,2.97
2021-09-08,NV,3259186.0,3784610.0,1811103.0,48.67,105.81,1499177.0,58.8,122.87,3551.0,6476.0,2102.0,0.861,93040.0,3.02
2021-09-09,NV,3262758.0,3793550.0,1812745.0,48.73,105.93,1501088.0,58.85,123.16,3572.0,6135.0,1992.0,0.86,93298.0,3.03
2021-09-10,NV,3270809.0,3811940.0,1816106.0,48.87,106.19,1505304.0,58.96,123.76,8051.0,6054.0,1965.0,0.858,93985.0,3.05
2021-09-11,NV,3278095.0,3844840.0,1819397.0,48.98,106.43,1508666.0,59.07,124.83,7286.0,5970.0,1938.0,0.853,94823.0,3.08
2021-09-12,NV,3284302.0,3844840.0,1822289.0,49.08,106.63,1511825.0,59.16,124.83,6207.0,5936.0,1927.0,0.854,95221.0,3.09
2021-09-13,NV,3291466.0,3844840.0,1825441.0,49.2,106.86,1515446.0,59.26,124.83,7164.0,6039.0,1961.0,0.856,95690.0,3.11
2021-09-14,NV,3298055.0,3848000.0,1828655.0,49.3,107.07,1518436.0,59.37,124.93,6589.0,6060.0,1967.0,0.857,96112.0,3.12
2021-09-15,NV,3303685.0,3868020.0,1831563.0,49.38,107.26,1521025.0,59.46,125.58,5630.0,6357.0,2064.0,0.854,96488.0,3.13
2021-09-16,NV,3310452.0,3899350.0,1834902.0,49.49,107.48,1524348.0,59.57,126.6,6767.0,6813.0,2212.0,0.849,96850.0,3.14
2021-09-17,NV,3318560.0,3912720.0,1838733.0,49.62,107.74,1528384.0,59.7,127.03,8108.0,6822.0,2215.0,0.848,97522.0,3.17
2021-09-18,NV,3324411.0,3941690.0,1841577.0,49.72,107.93,1531422.0,59.79,127.97,5851.0,6617.0,2148.0,0.843,97827.0,3.18
2021-09-19,NV,3330393.0,3941690.0,1844168.0,49.82,108.12,1534627.0,59.87,127.97,5982.0,6584.0,2138.0,0.845,98272.0,3.19
2021-09-20,NV,3336896.0,3941690.0,1847140.0,49.93,108.34,1537932.0,59.97,127.97,6503.0,6490.0,2107.0,0.847,98597.0,3.2
2021-09-21,NV,3342913.0,3942590.0,1849882.0,50.02,108.53,1540844.0,60.06,128.0,6017.0,6408.0,2080.0,0.848,99019.0,3.21
2021-09-22,NV,3347291.0,3956770.0,1851731.0,50.11,108.67,1543368.0,60.12,128.46,4378.0,6229.0,2022.0,0.846,99252.0,3.22
2021-09-23,NV,3353696.0,3959290.0,1854627.0,50.21,108.88,1546604.0,60.21,128.54,6405.0,6178.0,2006.0,0.847,99778.0,3.24
2021-09-24,NV,3359425.0,3963740.0,1857191.0,50.3,109.07,1549384.0,60.3,128.69,5729.0,5838.0,1895.0,0.848,100371.0,3.26
2021-09-25,NV,3364637.0,3977580.0,1859462.0,50.39,109.24,1551977.0,60.37,129.14,5212.0,5747.0,1866.0,0.846,100891.0,3.28
2021-09-26,NV,3372456.0,3977580.0,1862688.0,50.5,109.49,1555444.0,60.47,129.14,7819.0,6009.0,1951.0,0.848,102245.0,3.32
2021-09-27,NV,3378653.0,3977580.0,1864808.0,50.57,109.69,1557592.0,60.54,129.14,6197.0,5965.0,1937.0,0.849,104201.0,3.38
2021-09-28,NV,3385621.0,3979460.0,1867134.0,50.63,109.92,1559609.0,60.62,129.2,6968.0,6101.0,1981.0,0.851,106845.0,3.47
2021-09-29,NV,3391763.0,3986650.0,1869275.0,50.7,110.12,1561717.0,60.69,129.43,6142.0,6353.0,2063.0,0.851,108977.0,3.54
2021-09-30,NV,3397599.0,3991900.0,1871575.0,50.75,110.31,1563310.0,60.76,129.6,5836.0,6272.0,2036.0,0.851,111164.0,3.61
2021-10-01,NV,3403348.0,4019990.0,1873602.0,50.81,110.49,1564967.0,60.83,130.51,5749.0,6275.0,2037.0,0.847,113492.0,3.68
2021-10-02,NV,3406508.0,4027000.0,1874899.0,50.84,110.6,1566060.0,60.87,130.74,3160.0,5982.0,1942.0,0.846,114513.0,3.72
2021-10-03,NV,3424321.0,4025460.0,1880396.0,50.98,111.17,1570414.0,61.05,130.69,17813.0,7409.0,2405.0,0.851,122738.0,3.98
2021-10-04,NV,3436142.0,4024060.0,1883754.0,51.09,111.56,1573552.0,61.16,130.64,11821.0,8213.0,2666.0,0.854,128112.0,4.16
2021-10-05,NV,3443155.0,4045120.0,1886012.0,51.16,111.79,1575904.0,61.23,131.33,7013.0,8219.0,2668.0,0.851,130551.0,4.24
2021-10-06,NV,3447775.0,4056360.0,1887550.0,51.21,111.94,1577408.0,61.28,131.69,4620.0,8002.0,2598.0,0.85,132298.0,4.3
2021-10-07,NV,3453312.0,4068660.0,1889612.0,51.27,112.11,1579101.0,61.35,132.09,5537.0,7959.0,2584.0,0.849,134312.0,4.36
2021-10-08,NV,3464385.0,4113230.0,1893416.0,51.38,112.47,1582597.0,61.47,133.54,11073.0,8720.0,2831.0,0.842,138369.0,4.49
2021-10-09,NV,3473208.0,4118950.0,1896367.0,51.46,112.76,1585164.0,61.57,133.73,8823.0,9529.0,3094.0,0.843,141966.0,4.61
2021-10-13,NV,3494834.0,4136290.0,1903703.0,51.68,113.46,1591845.0,61.81,134.29,5218.0,6723.0,2183.0,0.845,150113.0,4.87
2021-10-14,NV,3502073.0,4158070.0,1906203.0,51.76,113.7,1594245.0,61.89,135.0,7239.0,6966.0,2262.0,0.842,152791.0,4.96
2021-10-15,NV,3508941.0,4166020.0,1908579.0,51.83,113.92,1596377.0,61.96,135.25,6868.0,6365.0,2066.0,0.842,155399.0,5.05
2021-10-16,NV,3518253.0,4198880.0,1911683.0,51.91,114.22,1599015.0,62.06,136.32,9312.0,6435.0,2089.0,0.838,159270.0,5.17
2021-10-17,NV,3525360.0,4196360.0,1914128.0,51.99,114.45,1601295.0,62.14,136.24,7107.0,6669.0,2165.0,0.84,161909.0,5.26
2021-10-18,NV,3531787.0,4193840.0,1916254.0,52.05,114.66,1603095.0,62.21,136.16,6427.0,6806.0,2210.0,0.842,164536.0,5.34
2021-10-19,NV,3536752.0,4194520.0,1918006.0,52.09,114.82,1604598.0,62.27,136.18,4965.0,6734.0,2186.0,0.843,166277.0,5.4
2021-10-20,NV,3541997.0,4199220.0,1919851.0,52.15,114.99,1606312.0,62.33,136.33,5245.0,6738.0,2188.0,0.843,168190.0,5.46
2021-10-21,NV,3549119.0,4212770.0,1922190.0,52.22,115.23,1608385.0,62.41,136.77,7122.0,6721.0,2182.0,0.842,171116.0,5.56
2021-10-22,NV,3558077.0,4240960.0,1928892.0,52.37,115.52,1612942.0,62.62,137.69,8958.0,7019.0,2279.0,0.839,169282.0,5.5
2021-10-23,NV,3564698.0,4257280.0,1931031.0,52.43,115.73,1614965.0,62.69,138.22,6621.0,6635.0,2154.0,0.837,172091.0,5.59
2021-10-24,NV,3573760.0,4257280.0,1933697.0,52.51,116.03,1617387.0,62.78,138.22,9062.0,6914.0,2245.0,0.839,176410.0,5.73
2021-10-25,NV,3580718.0,4254060.0,1935490.0,52.56,116.25,1618862.0,62.84,138.11,6958.0,6990.0,2269.0,0.842,180236.0,5.85
2021-10-26,NV,3589453.0,4257240.0,1937937.0,52.62,116.53,1620751.0,62.92,138.22,8735.0,7529.0,2444.0,0.843,184724.0,6.0
2021-10-27,NV,3597492.0,4267880.0,1940068.0,52.67,116.8,1622453.0,62.99,138.56,8039.0,7928.0,2574.0,0.843,189152.0,6.14
2021-10-28,NV,3612712.0,4301670.0,1943915.0,52.77,117.29,1625323.0,63.11,139.66,15220.0,9085.0,2950.0,0.84,197895.0,6.42
2021-10-29,NV,3624178.0,4346320.0,1946903.0,52.84,117.66,1627621.0,63.21,141.11,11466.0,9443.0,3066.0,0.834,204488.0,6.64
2021-10-30,NV,3636422.0,4369890.0,1949931.0,52.92,118.06,1629868.0,63.31,141.87,12244.0,10246.0,3326.0,0.832,211835.0,6.88
2021-10-31,NV,3648724.0,4370460.0,1952924.0,52.98,118.46,1632008.0,63.4,141.89,12302.0,10709.0,3477.0,0.835,219321.0,7.12
2021-11-01,NV,3660182.0,4368360.0,1955696.0,53.05,118.83,1633992.0,63.49,141.82,11458.0,11352.0,3686.0,0.838,226182.0,7.34
2021-11-02,NV,3666863.0,4397970.0,1957385.0,53.09,119.05,1635320.0,63.55,142.78,6681.0,11059.0,3590.0,0.834,230005.0,7.47
2021-11-03,NV,3675224.0,4407550.0,1959592.0,53.14,119.32,1636890.0,63.62,143.1,8361.0,11105.0,3605.0,0.834,234861.0,7.62
2021-11-04,NV,3685031.0,4431190.0,1962143.0,53.2,119.64,1638664.0,63.7,143.86,9807.0,10331.0,3354.0,0.832,240601.0,7.81
2021-11-05,NV,3693009.0,4438770.0,1964166.0,53.24,119.9,1640000.0,63.77,144.11,7978.0,9833.0,3192.0,0.832,245540.0,7.97
2021-11-06,NV,3702621.0,4471530.0,1966457.0,53.29,120.21,1641477.0,63.84,145.17,9612.0,9457.0,3070.0,0.828,251668.0,8.17
2021-11-07,NV,3718609.0,4481390.0,1970484.0,53.38,120.73,1644160.0,63.97,145.49,15988.0,9984.0,3241.0,0.83,261274.0,8.48
2021-11-08,NV,3732146.0,4481390.0,1973989.0,53.45,121.17,1646482.0,64.09,145.49,13537.0,10281.0,3338.0,0.833,269262.0,8.74
2021-11-09,NV,3737729.0,4501510.0,1976584.0,53.48,121.35,1647401.0,64.17,146.15,5583.0,10124.0,3287.0,0.83,271430.0,8.81
2021-11-10,NV,3745932.0,4523710.0,1979406.0,53.53,121.62,1648755.0,64.26,146.87,8203.0,10101.0,3279.0,0.828,275712.0,8.95
2021-11-13,NV,3785848.0,4625890.0,1992328.0,53.72,122.91,1654554.0,64.68,150.18,10816.0,11890.0,3860.0,0.818,297615.0,9.66
2021-11-14,NV,3802545.0,4624730.0,1996979.0,53.77,123.45,1656332.0,64.83,150.15,16697.0,11991.0,3893.0,0.822,308151.0,10.0
2021-11-15,NV,3814226.0,4623430.0,2001470.0,53.83,123.83,1657985.0,64.98,150.1,11681.0,11726.0,3807.0,0.825,313834.0,10.19
2021-11-16,NV,3820954.0,4652750.0,2004065.0,53.86,124.05,1658987.0,65.06,151.06,6728.0,11889.0,3860.0,0.821,317036.0,10.29
2021-11-17,NV,3828619.0,4661630.0,2006474.0,53.9,124.3,1660092.0,65.14,151.34,7665.0,11812.0,3835.0,0.821,321341.0,10.43
2021-11-18,NV,3842321.0,4691200.0,2010679.0,53.96,124.74,1662093.0,65.28,152.3,13702.0,11691.0,3796.0,0.819,329090.0,10.68
2021-11-19,NV,3849347.0,4707920.0,2012977.0,54.0,124.97,1663131.0,65.35,152.85,7026.0,10616.0,3447.0,0.818,333001.0,10.81
2021-11-20,NV,3859122.0,4741670.0,2015910.0,54.04,125.29,1664444.0,65.45,153.94,9775.0,10468.0,3399.0,0.814,338714.0,11.0
2021-11-21,NV,3879036.0,4740740.0,2021780.0,54.12,125.94,1667020.0,65.64,153.91,19914.0,10927.0,3548.0,0.818,350544.0,11.38
2021-11-22,NV,3891373.0,4739800.0,2025490.0,54.17,126.34,1668543.0,65.76,153.88,12337.0,11021.0,3578.0,0.821,357836.0,11.62
2021-11-23,NV,3899124.0,4744700.0,2028092.0,54.2,126.59,1669459.0,65.84,154.04,7751.0,11167.0,3625.0,0.822,362161.0,11.76
2021-11-24,NV,3908996.0,4770660.0,2030864.0,54.24,126.91,1670646.0,65.93,154.88,9872.0,11482.0,3728.0,0.819,368256.0,11.96
2021-11-30,NV,3963229.0,4774470.0,2046546.0,54.5,128.67,1678794.0,66.44,155.01,7104.0,9158.0,2973.0,0.83,399308.0,12.96
2021-12-01,NV,3973726.0,4775560.0,2049222.0,54.58,129.01,1681079.0,66.53,155.04,10497.0,9247.0,3002.0,0.832,405036.0,13.15
2021-12-02,NV,3988518.0,4798790.0,2052904.0,54.68,129.49,1684342.0,66.65,155.8,14792.0,10014.0,3251.0,0.831,413211.0,13.42
2021-12-03,NV,3999155.0,4818610.0,2055759.0,54.74,129.84,1686035.0,66.74,156.44,10637.0,10187.0,3307.0,0.83,419581.0,13.62
2021-12-04,NV,4011685.0,4812310.0,2059011.0,54.81,130.24,1688143.0,66.85,156.24,12530.0,10630.0,3451.0,0.834,426909.0,13.86
2021-12-05,NV,4027559.0,4802530.0,2062782.0,54.9,130.76,1690897.0,66.97,155.92,15874.0,11551.0,3750.0,0.839,436461.0,14.17
2021-12-06,NV,4043027.0,4800170.0,2066274.0,55.01,131.26,1694473.0,67.08,155.84,15468.0,12415.0,4031.0,0.842,445008.0,14.45
2021-12-07,NV,4051842.0,4809690.0,2068797.0,55.08,131.55,1696624.0,67.17,156.15,8815.0,12659.0,4110.0,0.842,449228.0,14.58
2021-12-08,NV,4060865.0,4833180.0,2071162.0,55.13,131.84,1698239.0,67.24,156.91,9023.0,12448.0,4041.0,0.84,454408.0,14.75
2021-12-09,NV,4075905.0,4844250.0,2075105.0,55.21,132.33,1700561.0,67.37,157.27,15040.0,12484.0,4053.0,0.841,463399.0,15.04
2021-12-10,NV,4092982.0,4882790.0,2079676.0,55.3,132.88,1703212.0,67.52,158.52,17077.0,13404.0,4352.0,0.838,473436.0,15.37
2021-12-11,NV,4108929.0,4896100.0,2084267.0,55.4,133.4,1706278.0,67.67,158.96,15947.0,13892.0,4510.0,0.839,481926.0,15.65
2021-12-12,NV,4124444.0,4896800.0,2088217.0,55.48,133.9,1708891.0,67.8,158.98,15515.0,13841.0,4494.0,0.842,491056.0,15.94
2021-12-13,NV,4136763.0,4896660.0,2091232.0,55.56,134.3,1711238.0,67.89,158.97,12319.0,13391.0,4348.0,0.845,498097.0,16.17
2021-12-14,NV,4142356.0,4924010.0,2092580.0,55.58,134.49,1712063.0,67.94,159.86,5593.0,12931.0,4198.0,0.841,501579.0,16.28
2021-12-15,NV,4154011.0,4932560.0,2095934.0,55.66,134.86,1714555.0,68.05,160.14,11655.0,13307.0,4320.0,0.842,507555.0,16.48
2021-12-16,NV,4165243.0,4949500.0,2099058.0,55.73,135.23,1716487.0,68.15,160.69,11232.0,12763.0,4144.0,0.842,513896.0,16.68
2021-12-17,NV,4179236.0,5010430.0,2102815.0,55.81,135.68,1718890.0,68.27,162.67,13993.0,12322.0,4000.0,0.834,521926.0,16.94
2021-12-18,NV,4189587.0,5023250.0,2105588.0,55.85,136.02,1720282.0,68.36,163.08,10351.0,11523.0,3741.0,0.834,528223.0,17.15
2021-12-19,NV,4205214.0,5012910.0,2109579.0,55.91,136.53,1722158.0,68.49,162.75,15627.0,11539.0,3746.0,0.839,538150.0,17.47
2021-12-20,NV,4216754.0,5002250.0,2112597.0,55.97,136.9,1724065.0,68.59,162.4,11540.0,11427.0,3710.0,0.843,544849.0,17.69
2021-12-21,NV,4223921.0,5007590.0,2114630.0,56.01,137.13,1725305.0,68.65,162.58,7167.0,11652.0,3783.0,0.844,548803.0,17.82
2021-12-22,NV,4234393.0,5041400.0,2117600.0,56.06,137.47,1726835.0,68.75,163.67,10472.0,11483.0,3728.0,0.84,554889.0,18.01
2021-12-23,NV,4248762.0,5067570.0,2121602.0,56.13,137.94,1728811.0,68.88,164.52,14369.0,11931.0,3874.0,0.838,563396.0,18.29
2021-12-28,NV,4290582.0,5048640.0,2133906.0,56.31,139.3,1734575.0,69.28,163.91,11441.0,9523.0,3092.0,0.85,587525.0,19.07
2021-12-29,NV,4300206.0,5091390.0,2136803.0,56.37,139.61,1736285.0,69.37,165.3,9624.0,9402.0,3052.0,0.845,592614.0,19.24
2021-12-30,NV,4314411.0,5100650.0,2140842.0,56.44,140.07,1738587.0,69.5,165.6,14205.0,9378.0,3045.0,0.846,600594.0,19.5
2022-01-05,NV,4366397.0,5098450.0,2157231.0,56.73,141.76,1747407.0,70.04,165.53,9805.0,9456.0,3070.0,0.856,627935.0,20.39
2022-01-06,NV,4379291.0,5216950.0,2161443.0,56.8,142.18,1749590.0,70.17,169.37,12894.0,9269.0,3009.0,0.839,634596.0,20.6
2022-01-07,NV,4391600.0,5216950.0,2165502.0,56.87,142.58,1751608.0,70.3,169.37,12309.0,9822.0,3189.0,0.842,640942.0,20.81
2022-01-08,NV,4403319.0,5285820.0,2169070.0,56.93,142.96,1753543.0,70.42,171.61,11719.0,10291.0,3341.0,0.833,647315.0,21.02
2022-01-09,NV,4416387.0,5286320.0,2172880.0,57.0,143.38,1755706.0,70.54,171.63,13068.0,10952.0,3556.0,0.835,654535.0,21.25
2022-01-10,NV,4428135.0,5284950.0,2176440.0,57.06,143.76,1757604.0,70.66,171.58,11748.0,11426.0,3710.0,0.838,660890.0,21.46
2022-01-11,NV,4435312.0,5297820.0,2178911.0,57.1,144.0,1758866.0,70.74,172.0,7177.0,11246.0,3651.0,0.837,664413.0,21.57
2022-01-12,NV,4444455.0,5304920.0,2181733.0,57.15,144.29,1760380.0,70.83,172.23,9143.0,11151.0,3620.0,0.838,669310.0,21.73
2022-01-13,NV,4454718.0,5311920.0,2185490.0,57.22,144.63,1762527.0,70.95,172.46,10263.0,10775.0,3498.0,0.839,673813.0,21.88
2022-01-14,NV,4465856.0,5330990.0,2189105.0,57.29,144.99,1764480.0,71.07,173.08,11138.0,10608.0,3444.0,0.838,679514.0,22.06
2022-01-15,NV,4475063.0,5354190.0,2191927.0,57.34,145.29,1766088.0,71.16,173.83,9207.0,10249.0,3327.0,0.836,684405.0,22.22
2022-01-19,NV,4506511.0,5370490.0,2221510.0,57.86,146.31,1782292.0,72.12,174.36,4696.0,8865.0,2878.0,0.839,671678.0,21.81
2022-01-20,NV,4517072.0,5375790.0,2224746.0,57.93,146.65,1784465.0,72.23,174.53,10561.0,8908.0,2892.0,0.84,676942.0,21.98
2022-01-21,NV,4525127.0,5402390.0,2227249.0,57.99,146.91,1786288.0,72.31,175.39,8055.0,8467.0,2749.0,0.838,680773.0,22.1
2022-01-22,NV,4532302.0,5426890.0,2229476.0,58.05,147.15,1787928.0,72.38,176.19,7175.0,8177.0,2655.0,0.835,684161.0,22.21
2022-01-23,NV,4539931.0,5427490.0,2231753.0,58.1,147.39,1789516.0,72.46,176.21,7629.0,7993.0,2595.0,0.836,687988.0,22.34
2022-01-24,NV,4547330.0,5427490.0,2234306.0,58.14,147.63,1790690.0,72.54,176.21,7399.0,7776.0,2525.0,0.838,691711.0,22.46
2022-01-25,NV,4551644.0,5433990.0,2235892.0,58.16,147.77,1791552.0,72.59,176.42,4314.0,7118.0,2311.0,0.838,693607.0,22.52
2022-01-26,NV,4558029.0,5444790.0,2237790.0,58.22,147.98,1793138.0,72.65,176.77,6385.0,7360.0,2389.0,0.837,696571.0,22.61
2022-01-27,NV,4565412.0,5450590.0,2239014.0,58.28,148.22,1794964.0,72.69,176.96,7383.0,6906.0,2242.0,0.838,700960.0,22.76
2022-01-28,NV,4571775.0,5469890.0,2240974.0,58.33,148.43,1796733.0,72.76,177.58,6363.0,6664.0,2164.0,0.836,703666.0,22.85
2022-01-29,NV,4577872.0,5483690.0,2242814.0,58.38,148.62,1798321.0,72.81,178.03,6097.0,6510.0,2114.0,0.835,706409.0,22.93
2022-01-30,NV,4584337.0,5483690.0,2244846.0,58.44,148.83,1800101.0,72.88,178.03,6465.0,6344.0,2060.0,0.836,709153.0,23.02
2022-01-31,NV,4590489.0,5483690.0,2246640.0,58.5,149.03,1801860.0,72.94,178.03,6152.0,6166.0,2002.0,0.837,711806.0,23.11
2022-02-01,NV,4594576.0,5490590.0,2247912.0,58.54,149.17,1803094.0,72.98,178.26,4087.0,6133.0,1991.0,0.837,713413.0,23.16
2022-02-02,NV,4599312.0,5494790.0,2249387.0,58.59,149.32,1804516.0,73.03,178.39,4736.0,5898.0,1915.0,0.837,715287.0,23.22
2022-02-03,NV,4604474.0,5505590.0,2250911.0,58.64,149.49,1806190.0,73.08,178.74,5162.0,5580.0,1812.0,0.836,717318.0,23.29
2022-02-04,NV,4608637.0,5506190.0,2252435.0,58.68,149.62,1807495.0,73.13,178.76,4163.0,5266.0,1710.0,0.837,718722.0,23.33
2022-02-05,NV,4614164.0,5507790.0,2254169.0,58.74,149.8,1809274.0,73.18,178.82,5527.0,5185.0,1683.0,0.838,720795.0,23.4
2022-02-06,NV,4620267.0,5517790.0,2256112.0,58.8,150.0,1811209.0,73.25,179.14,6103.0,5133.0,1666.0,0.837,723082.0,23.48
2022-02-07,NV,4625263.0,5517790.0,2257599.0,58.86,150.16,1812840.0,73.29,179.14,4996.0,4968.0,1613.0,0.838,724990.0,23.54
2022-02-08,NV,4628765.0,5527390.0,2258847.0,58.89,150.28,1813970.0,73.34,179.45,3502.0,4884.0,1586.0,0.837,726134.0,23.57
2022-02-09,NV,4632848.0,5535690.0,2260130.0,58.94,150.41,1815341.0,73.38,179.72,4083.0,4791.0,1555.0,0.837,727609.0,23.62
2022-02-10,NV,4637428.0,5544090.0,2261568.0,58.98,150.56,1816722.0,73.42,179.99,4580.0,4708.0,1528.0,0.836,729418.0,23.68
2022-02-11,NV,4641908.0,5556690.0,2262940.0,59.02,150.7,1818013.0,73.47,180.4,4480.0,4753.0,1543.0,0.835,731318.0,23.74
2022-02-12,NV,4645571.0,5565390.0,2264128.0,59.06,150.82,1819134.0,73.51,180.69,3663.0,4487.0,1457.0,0.835,732723.0,23.79
2022-02-13,NV,4650808.0,5565390.0,2265689.0,59.11,150.99,1820542.0,73.56,180.69,5237.0,4363.0,1416.0,0.836,735062.0,23.86
2022-02-14,NV,4655524.0,5565390.0,2267123.0,59.15,151.15,1821978.0,73.6,180.69,4716.0,4323.0,1404.0,0.837,736938.0,23.93
2022-02-15,NV,4659212.0,5569590.0,2268364.0,59.19,151.27,1823167.0,73.64,180.82,3688.0,4350.0,1412.0,0.837,738208.0,23.97
2022-02-16,NV,4661956.0,5569550.0,2269274.0,59.22,151.35,1823938.0,73.67,180.82,2744.0,4158.0,1350.0,0.837,739296.0,24.0
2022-02-17,NV,4681622.0,5624310.0,2270506.0,59.4,151.99,1829521.0,73.71,182.6,19666.0,6313.0,2050.0,0.832,752205.0,24.42
2022-02-18,NV,4685518.0,5635410.0,2271706.0,59.43,152.12,1830651.0,73.75,182.96,3896.0,6230.0,2023.0,0.831,753817.0,24.47
2022-02-19,NV,4688615.0,5641410.0,2272816.0,59.46,152.22,1831584.0,73.79,183.15,3097.0,6149.0,1996.0,0.831,754948.0,24.51
2022-02-23,NV,4699656.0,5650710.0,2276330.0,59.58,152.58,1835062.0,73.9,183.46,4919.0,5386.0,1749.0,0.832,759105.0,24.65
2022-02-24,NV,4702645.0,5658010.0,2277308.0,59.6,152.68,1835909.0,73.93,183.69,2989.0,3003.0,975.0,0.831,760312.0,24.68
